id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,ano,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
546476,2009-06-27,sabado,18:05:00,rj,101,330,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,nublado,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
546553,2009-06-27,sabado,21:50:00,rj,101,321,niteroi,velocidade incompativel,colisao lateral,sem vitimas,plena noite,crescente,nublado,simples,curva,urbano,2009,6,0,0,0,5,1,0,2,,,,,
546601,2009-06-28,domingo,01:40:00,rj,101,321,niteroi,outras,colisao lateral,sem vitimas,plena noite,decrescente,chuva,simples,curva,urbano,2009,2,0,0,0,2,0,0,2,,,,,
547141,2009-06-17,quarta,18:50:00,rj,101,324,niteroi,outras,colisao lateral,sem vitimas,plena noite,decrescente,ceu claro,simples,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
547301,2009-06-25,quinta,18:30:00,rj,101,321,niteroi,outras,colisao lateral,sem vitimas,plena noite,decrescente,chuva,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
547561,2009-06-30,terca,10:30:00,rj,101,322,niteroi,outras,colisao com objeto fixo,sem vitimas,pleno dia,crescente,sol,dupla,reta,urbano,2009,1,0,0,0,1,0,0,1,,,,,
548042,2009-06-28,domingo,01:50:00,rj,101,321,niteroi,nao guardar distancia de seguranca,colisao traseira,sem vitimas,plena noite,decrescente,chuva,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
548226,2009-07-01,quarta,19:40:00,rj,101,324,niteroi,outras,colisao lateral,sem vitimas,plena noite,decrescente,ceu claro,multipla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
548480,2009-07-02,quinta,14:30:00,rj,101,328,rio de janeiro,outras,colisao com objeto fixo,com vitimas feridas,pleno dia,crescente,nublado,multipla,reta,urbano,2009,2,0,1,0,1,0,1,2,,,,,
548788,2009-06-29,segunda,18:40:00,rj,101,321,niteroi,outras,colisao lateral,com vitimas feridas,plena noite,decrescente,ceu claro,dupla,reta,urbano,2009,3,0,1,0,2,0,1,2,,,,,
548795,2009-06-30,terca,05:30:00,rj,101,322,niteroi,falta de atencao,atropelamento de pessoa,com vitimas feridas,amanhecer,crescente,ceu claro,simples,curva,urbano,2009,2,0,0,1,0,1,1,1,,,,,
548835,2009-07-03,sexta,10:30:00,rj,101,324,niteroi,outras,danos eventuais,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2009,1,0,0,0,1,0,0,1,,,,,
549089,2009-07-03,sexta,22:00:00,rj,101,322,rio de janeiro,outras,colisao com objeto movel,sem vitimas,plena noite,crescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
549104,2009-07-03,sexta,21:10:00,rj,101,322.5,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,chuva,dupla,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
549354,2009-07-04,sabado,11:40:00,rj,101,324,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,nublado,simples,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
549487,2009-07-04,sabado,18:00:00,rj,101,325,niteroi,outras,colisao transversal,com vitimas feridas,plena noite,decrescente,nublado,dupla,reta,urbano,2009,3,0,2,0,1,0,2,2,,,,,
549841,2009-07-05,domingo,18:00:00,rj,101,322,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,nublado,dupla,reta,urbano,2009,3,0,0,0,2,1,0,3,,,,,
549860,2009-07-05,domingo,18:10:00,rj,101,324,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,nublado,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
550113,2009-06-30,terca,20:00:00,rj,101,327,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,nublado,dupla,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
550154,2009-07-02,quinta,07:00:00,rj,101,326,rio de janeiro,falta de atencao,colisao traseira,sem vitimas,pleno dia,crescente,ceu claro,dupla,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
550183,2009-07-02,quinta,15:40:00,rj,101,321,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
550191,2009-07-06,segunda,07:35:00,rj,101,330,rio de janeiro,outras,colisao traseira,sem vitimas,pleno dia,decrescente,nublado,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
550245,2009-07-06,segunda,14:15:00,rj,101,321,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
550662,2009-07-07,terca,07:14:00,rj,101,324,niteroi,outras,colisao traseira,com vitimas feridas,pleno dia,crescente,nublado,dupla,reta,urbano,2009,3,0,1,0,2,0,1,3,,,,,
550806,2009-07-07,terca,15:20:00,rj,101,330,niteroi,outras,colisao com objeto fixo,com vitimas feridas,pleno dia,decrescente,sol,dupla,reta,urbano,2009,2,0,0,1,1,0,1,2,,,,,
550828,2009-06-29,segunda,19:00:00,rj,101,322,niteroi,falta de atencao,colisao traseira,sem vitimas,plena noite,decrescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
550858,2009-06-29,segunda,17:40:00,rj,101,321,niteroi,outras,colisao lateral,sem vitimas,anoitecer,crescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
551136,2009-07-04,sabado,19:30:00,rj,101,329.5,rio de janeiro,outras,colisao com objeto fixo,sem vitimas,plena noite,crescente,nublado,dupla,reta,urbano,2009,1,0,0,0,1,0,0,1,,,,,
551205,2009-07-08,quarta,14:00:00,rj,101,322,niteroi,falta de atencao,colisao transversal,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
551225,2009-07-08,quarta,14:50:00,rj,101,326,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,simples,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
551234,2009-07-08,quarta,15:10:00,rj,101,326,niteroi,falta de atencao,colisao lateral,com vitimas feridas,pleno dia,crescente,ceu claro,dupla,reta,urbano,2009,2,0,1,0,1,0,1,2,,,,,
551322,2009-07-08,quarta,18:20:00,rj,101,321,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,ceu claro,simples,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
551341,2009-07-08,quarta,19:30:00,rj,101,322,niteroi,falta de atencao,colisao traseira,sem vitimas,plena noite,decrescente,ceu claro,multipla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
551522,2009-07-04,sabado,19:00:00,rj,101,323,niteroi,falta de atencao,colisao traseira,sem vitimas,plena noite,decrescente,ceu claro,dupla,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
551528,2009-07-09,quinta,07:15:00,rj,101,327,rio de janeiro,outras,colisao lateral,sem vitimas,pleno dia,crescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
551784,2009-07-09,quinta,19:10:00,rj,101,321.5,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
551855,2009-07-09,quinta,20:00:00,rj,101,322,niteroi,outras,colisao lateral,sem vitimas,plena noite,decrescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
552232,2009-07-10,sexta,14:40:00,rj,101,323,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
552445,2009-07-11,sabado,04:20:00,rj,101,322,rio de janeiro,falta de atencao,colisao lateral,sem vitimas,plena noite,decrescente,ceu claro,multipla,curva,urbano,2009,2,0,0,0,2,0,0,2,,,,,
552694,2009-07-11,sabado,11:50:00,rj,101,324,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
552738,2009-07-11,sabado,11:50:00,rj,101,323,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,nublado,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
552781,2009-07-03,sexta,07:15:00,rj,101,324,niteroi,outras,colisao lateral,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
552822,2009-07-11,sabado,19:10:00,rj,101,322,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,nublado,dupla,reta,urbano,2009,4,0,0,0,4,0,0,4,,,,,
553092,2009-07-12,domingo,14:00:00,rj,101,322,niteroi,outras,queda de motocicleta - bicicleta - veiculo,com vitimas feridas,pleno dia,crescente,nublado,dupla,reta,urbano,2009,2,0,0,1,1,0,1,1,,,,,
553434,2009-07-13,segunda,10:00:00,rj,101,327,rio de janeiro,outras,colisao lateral,sem vitimas,pleno dia,decrescente,sol,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
553500,2009-07-13,segunda,11:38:00,rj,101,321,niteroi,outras,colisao traseira,com vitimas feridas,pleno dia,crescente,ceu claro,dupla,reta,urbano,2009,2,0,1,0,1,0,1,2,,,,,
553761,2009-07-10,sexta,19:45:00,rj,101,321,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,ceu claro,dupla,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
554048,2009-07-14,terca,16:40:00,rj,101,323,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
554372,2009-07-15,quarta,07:00:00,rj,101,329,niteroi,outras,colisao lateral,sem vitimas,pleno dia,decrescente,chuva,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
554454,2009-07-11,sabado,07:20:00,rj,101,323,niteroi,outras,colisao lateral,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
554795,2009-07-12,domingo,02:30:00,rj,101,322,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,chuva,simples,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
554860,2009-07-16,quinta,10:45:00,rj,101,328,niteroi,falta de atencao,colisao traseira,com vitimas feridas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2009,2,0,0,1,1,0,1,2,,,,,
554924,2009-07-16,quinta,13:00:00,rj,101,322,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,multipla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
555142,2009-07-16,quinta,22:35:00,rj,101,323,niteroi,outras,colisao lateral,sem vitimas,plena noite,decrescente,nublado,simples,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
555208,2009-07-17,sexta,04:00:00,rj,101,324,niteroi,outras,colisao com objeto fixo,sem vitimas,plena noite,crescente,ceu claro,dupla,reta,urbano,2009,1,0,0,0,1,0,0,1,,,,,
555410,2009-07-17,sexta,07:10:00,rj,101,333,rio de janeiro,outras,colisao traseira,sem vitimas,amanhecer,crescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
555806,2009-07-14,terca,12:45:00,rj,101,322,niteroi,outras,colisao traseira,sem vitimas,pleno dia,crescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
555813,2009-07-18,sabado,05:45:00,rj,101,326,niteroi,outras,colisao com objeto fixo,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2009,1,0,0,0,1,0,0,1,,,,,
556086,2009-07-19,domingo,05:00:00,rj,101,321,niteroi,defeito mecanico em veiculo,colisao lateral,sem vitimas,plena noite,decrescente,chuva,dupla,curva,urbano,2009,2,0,0,0,2,0,0,2,,,,,
556140,2009-07-15,quarta,17:40:00,rj,101,321,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
556323,2009-07-19,domingo,18:50:00,rj,101,322,niteroi,outras,colisao traseira,sem vitimas,anoitecer,crescente,nublado,dupla,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
556518,2009-07-20,segunda,05:40:00,rj,101,326,niteroi,falta de atencao,colisao traseira,sem vitimas,amanhecer,decrescente,chuva,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
556775,2009-07-20,segunda,17:30:00,rj,101,324,niteroi,falta de atencao,colisao traseira,sem vitimas,anoitecer,crescente,chuva,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
557075,2009-07-21,terca,12:10:00,rj,101,328,rio de janeiro,outras,colisao traseira,sem vitimas,pleno dia,crescente,nublado,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
557206,2009-07-21,terca,18:40:00,rj,101,322,niteroi,outras,colisao traseira,com vitimas feridas,plena noite,decrescente,nublado,dupla,reta,urbano,2009,2,0,1,0,1,0,1,2,,,,,
557388,2009-07-19,domingo,03:50:00,rj,101,329,rio de janeiro,outras,colisao lateral,sem vitimas,plena noite,decrescente,nublado,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
557410,2009-07-18,sabado,07:30:00,rj,101,330,rio de janeiro,outras,colisao lateral,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
557429,2009-07-18,sabado,19:30:00,rj,101,323,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,nublado,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
557624,2009-07-22,quarta,16:50:00,rj,101,322,niteroi,outras,colisao lateral,sem vitimas,anoitecer,crescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
557677,2009-07-22,quarta,21:20:00,rj,101,326,rio de janeiro,outras,colisao com objeto fixo,sem vitimas,plena noite,decrescente,ignorada,dupla,reta,urbano,2009,1,0,0,0,1,0,0,1,,,,,
557988,2009-07-23,quinta,07:10:00,rj,101,327,rio de janeiro,outras,colisao traseira,com vitimas feridas,pleno dia,decrescente,sol,dupla,reta,urbano,2009,2,0,1,0,1,0,1,2,,,,,
558023,2009-07-15,quarta,19:15:00,rj,101,328,niteroi,falta de atencao,colisao traseira,sem vitimas,plena noite,crescente,ceu claro,dupla,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
558346,2009-07-22,quarta,17:30:00,rj,101,325,niteroi,outras,colisao traseira,sem vitimas,anoitecer,crescente,ceu claro,dupla,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
558424,2009-07-24,sexta,13:30:00,rj,101,323,niteroi,falta de atencao,colisao traseira,sem vitimas,pleno dia,decrescente,chuva,dupla,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
558435,2009-07-24,sexta,13:00:00,rj,101,323,niteroi,outras,colisao lateral,sem vitimas,pleno dia,decrescente,nublado,simples,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
558464,2009-07-24,sexta,15:00:00,rj,101,322,niteroi,falta de atencao,colisao traseira,sem vitimas,pleno dia,decrescente,chuva,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
558487,2009-07-24,sexta,15:10:00,rj,101,324,niteroi,falta de atencao,colisao traseira,sem vitimas,pleno dia,decrescente,chuva,simples,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
558677,2009-07-24,sexta,21:25:00,rj,101,332,rio de janeiro,falta de atencao,colisao traseira,sem vitimas,plena noite,decrescente,chuva,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
558784,2009-07-25,sabado,01:20:00,rj,101,325,niteroi,falta de atencao,colisao traseira,com vitimas feridas,plena noite,crescente,chuva,simples,reta,urbano,2009,5,0,1,2,2,0,3,4,,,,,
558833,2009-07-21,terca,19:15:00,rj,101,326,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,chuva,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
559587,2009-07-26,domingo,19:20:00,rj,101,322,niteroi,outras,colisao com objeto fixo,sem vitimas,plena noite,crescente,nublado,simples,reta,urbano,2009,1,0,0,0,1,0,0,1,,,,,
559787,2009-07-27,segunda,10:10:00,rj,101,328,niteroi,outras,colisao traseira,sem vitimas,pleno dia,crescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
559806,2009-07-27,segunda,09:30:00,rj,101,328,rio de janeiro,outras,queda de motocicleta - bicicleta - veiculo,com vitimas feridas,pleno dia,crescente,sol,dupla,reta,urbano,2009,1,0,1,0,0,0,1,1,,,,,
560240,2009-07-24,sexta,16:00:00,rj,101,323,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,nublado,dupla,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
560927,2009-07-29,quarta,18:10:00,rj,101,322,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,nublado,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
561056,2009-07-30,quinta,00:20:00,rj,101,322,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,chuva,dupla,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
561459,2009-07-18,sabado,13:47:00,rj,101,323,niteroi,outras,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
561641,2009-07-30,quinta,21:00:00,rj,101,321,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,chuva,dupla,reta,urbano,2009,3,0,0,0,2,1,0,3,,,,,
561931,2009-07-31,sexta,17:20:00,rj,101,322,niteroi,falta de atencao,colisao traseira,sem vitimas,pleno dia,crescente,nublado,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
562539,2009-07-29,quarta,19:14:00,rj,101,327,rio de janeiro,outras,colisao com objeto fixo,com vitimas fatais,plena noite,crescente,nublado,dupla,reta,urbano,2009,2,1,0,0,1,0,0,2,,,,,
562756,2009-08-03,segunda,07:30:00,rj,101,321,niteroi,falta de atencao,colisao traseira,sem vitimas,pleno dia,crescente,ceu claro,simples,curva,urbano,2009,2,0,0,0,2,0,0,2,,,,,
562776,2009-08-01,sabado,19:20:00,rj,101,322,niteroi,falta de atencao,colisao lateral,sem vitimas,plena noite,crescente,ceu claro,multipla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
562958,2009-07-30,quinta,16:40:00,rj,101,321,niteroi,outras,colisao lateral,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
562970,2009-07-31,sexta,20:55:00,rj,101,326,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,ceu claro,simples,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
563360,2009-08-04,terca,18:40:00,rj,101,321,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,nublado,dupla,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
564330,2009-08-06,quinta,16:15:00,rj,101,325,niteroi,outras,colisao lateral,sem vitimas,pleno dia,crescente,nublado,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
564331,2009-08-06,quinta,19:00:00,rj,101,323,niteroi,outras,colisao traseira,com vitimas feridas,plena noite,crescente,nublado,dupla,reta,urbano,2009,4,0,1,2,1,0,3,2,,,,,
564332,2009-08-06,quinta,18:20:00,rj,101,325,niteroi,outras,queda de motocicleta - bicicleta - veiculo,com vitimas feridas,plena noite,decrescente,nublado,dupla,reta,urbano,2009,1,0,1,0,0,0,1,1,,,,,
566132,2009-08-07,sexta,21:00:00,rj,101,324,niteroi,falta de atencao,colisao lateral,sem vitimas,plena noite,decrescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
566158,2009-08-11,terca,10:00:00,rj,101,329,rio de janeiro,outras,colisao traseira,sem vitimas,pleno dia,decrescente,chuva,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
566175,2009-08-11,terca,09:20:00,rj,101,321,niteroi,outras,colisao lateral,sem vitimas,pleno dia,crescente,chuva,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
566598,2009-08-09,domingo,14:10:00,rj,101,322,niteroi,falta de atencao,colisao traseira,sem vitimas,pleno dia,decrescente,ceu claro,simples,curva,urbano,2009,2,0,0,0,2,0,0,2,,,,,
566618,2009-08-12,quarta,07:00:00,rj,101,322,niteroi,falta de atencao,colisao traseira,sem vitimas,pleno dia,crescente,sol,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
566733,2009-08-12,quarta,11:30:00,rj,101,326,niteroi,outras,colisao lateral,sem vitimas,pleno dia,decrescente,ceu claro,simples,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
566736,2009-02-04,quarta,06:00:00,rj,101,330,rio de janeiro,outras,colisao traseira,sem vitimas,amanhecer,decrescente,nublado,dupla,reta,urbano,2009,5,0,0,0,5,0,0,5,,,,,
567041,2009-08-13,quinta,07:00:00,rj,101,322,niteroi,falta de atencao,colisao lateral,sem vitimas,pleno dia,crescente,ceu claro,dupla,curva,urbano,2009,7,0,0,0,7,0,0,2,,,,,
567081,2009-08-13,quinta,07:30:00,rj,101,330,rio de janeiro,desobediencia a sinalizacao,colisao traseira,com vitimas feridas,anoitecer,crescente,ceu claro,dupla,reta,urbano,2009,2,0,1,0,1,0,1,2,,,,,
567290,2009-08-13,quinta,18:30:00,rj,101,321,niteroi,outras,colisao traseira,sem vitimas,plena noite,crescente,nublado,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
567319,2009-08-01,sabado,20:45:00,rj,101,323,niteroi,falta de atencao,colisao transversal,sem vitimas,plena noite,decrescente,nublado,dupla,reta,urbano,2009,2,0,0,0,1,1,0,2,,,,,
567341,2009-08-13,quinta,18:20:00,rj,101,333,rio de janeiro,falta de atencao,colisao traseira,sem vitimas,anoitecer,crescente,ceu claro,dupla,reta,urbano,2009,4,0,0,0,3,1,0,4,,,,,
567359,2009-08-01,sabado,19:45:00,rj,101,333,rio de janeiro,outras,colisao traseira,sem vitimas,plena noite,decrescente,nublado,dupla,reta,urbano,2009,4,0,0,0,4,0,0,4,,,,,
567411,2009-08-13,quinta,22:45:00,rj,101,321,niteroi,outras,colisao lateral,sem vitimas,plena noite,decrescente,nublado,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
567779,2009-08-14,sexta,19:10:00,rj,101,327,niteroi,outras,colisao traseira,sem vitimas,plena noite,crescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
567806,2009-08-14,sexta,21:00:00,rj,101,326,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
567848,2009-08-14,sexta,23:00:00,rj,101,323,niteroi,falta de atencao,colisao traseira,sem vitimas,plena noite,decrescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
567853,2009-08-14,sexta,22:20:00,rj,101,321,niteroi,outras,colisao lateral,sem vitimas,plena noite,decrescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
567889,2009-08-14,sexta,23:15:00,rj,101,324,niteroi,outras,colisao com objeto fixo,com vitimas feridas,plena noite,crescente,nublado,dupla,reta,urbano,2009,3,0,0,3,0,0,3,1,,,,,
568360,2009-08-12,quarta,20:00:00,rj,101,322,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,1,1,0,2,,,,,
568456,2009-08-16,domingo,12:15:00,rj,101,332,rio de janeiro,outras,colisao traseira,sem vitimas,pleno dia,crescente,sol,dupla,reta,urbano,2009,4,0,0,0,4,0,0,4,,,,,
568517,2009-08-16,domingo,16:30:00,rj,101,327,niteroi,nao guardar distancia de seguranca,colisao traseira,sem vitimas,pleno dia,crescente,sol,simples,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
568750,2009-08-11,terca,21:30:00,rj,101,326,rio de janeiro,defeito mecanico em veiculo,colisao traseira,sem vitimas,plena noite,decrescente,ceu claro,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
569330,2009-08-18,terca,10:30:00,rj,101,322,niteroi,falta de atencao,colisao com objeto fixo,sem vitimas,pleno dia,decrescente,ceu claro,dupla,reta,urbano,2009,1,0,0,0,1,0,0,1,,,,,
569549,2009-08-18,terca,18:40:00,rj,101,324,niteroi,outras,colisao lateral,sem vitimas,plena noite,decrescente,nublado,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
569640,2009-08-18,terca,21:00:00,rj,101,328,niteroi,defeito mecanico em veiculo,colisao com objeto movel,sem vitimas,plena noite,decrescente,nublado,dupla,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
570400,2009-08-16,domingo,14:46:00,rj,101,325,rio de janeiro,outras,colisao com objeto fixo,com vitimas feridas,pleno dia,crescente,ceu claro,dupla,reta,urbano,2009,2,0,1,0,1,0,1,1,,,,,
570503,2009-08-20,quinta,17:30:00,rj,101,322,niteroi,outras,colisao traseira,sem vitimas,anoitecer,crescente,chuva,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
570643,2009-08-20,quinta,18:50:00,rj,101,321,niteroi,outras,colisao traseira,sem vitimas,plena noite,decrescente,chuva,dupla,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
570838,2009-08-21,sexta,11:00:00,rj,101,322,niteroi,defeito mecanico em veiculo,colisao traseira,sem vitimas,pleno dia,decrescente,chuva,dupla,reta,urbano,2009,2,0,0,0,2,0,0,2,,,,,
571246,2009-08-22,sabado,10:30:00,rj,101,328,niteroi,outras,colisao traseira,com vitimas feridas,pleno dia,decrescente,chuva,dupla,reta,urbano,2009,2,0,1,0,1,0,1,2,,,,,
571947,2009-08-24,segunda,07:40:00,rj,101,321,niteroi,outras,colisao lateral,sem vitimas,pleno dia,crescente,nublado,simples,curva,urbano,2009,2,0,0,0,2,0,0,2,,,,,
572108,2009-08-20,quinta,07:30:00,rj,101,322,niteroi,outras,colisao com objeto fixo,sem vitimas,pleno dia,decrescente,nublado,simples,curva,urbano,2009,1,0,0,0,1,0,0,1,,,,,
572771,2009-08-25,terca,19:00:00,rj,101,322,niteroi,outras,colisao com objeto fixo,sem vitimas,plena noite,crescente,chuva,dupla,curva,urbano,2009,1,0,0,0,1,0,0,1,,,,,
572790,2009-08-25,terca,19:30:00,rj,101,321,niteroi,falta de atencao,colisao traseira,sem vitimas,plena noite,decrescente,chuva,dupla,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
574014,2009-08-28,sexta,11:20:00,rj,101,322.5,niteroi,outras,colisao traseira,sem vitimas,pleno dia,crescente,sol,dupla,reta,urbano,2009,3,0,0,0,3,0,0,3,,,,,
574055,2009-08-24,segunda,17:20:00,rj,101,322.5,niteroi,outras,colisao lateral,sem vitimas,plena noite,crescente,ignorada,dupla,curva,urbano,2009,3,0,0,0,2,1,0,3,,,,,
